Sample ID	ExpNum	TreatTemp	Meas_Temp	WetWeight(g)	buffer(ml)	MessVol(ul)	slopeLDH	slopeTDH	slopeCS	ActivityLDH	ActivityTDH	ActivityCS
Hf147U	4	30	32	0.096	0.96	20	0.1012	0.3599	0.024	8.135048232	20.79581994	0.881704629
Hf147U	4	30	32	0.096	0.96	10	0.0444	0.1813	0.0126	7.138263666	22.0096463	0.92578986
Hf148U	4	30	18	0.093	0.93	20	0.0226	0.2221	0.0119	1.816720257	16.03697749	0.437178545
Hf148U	4	30	18	0.093	0.93	10	0.0118	0.1088	0.0057	1.897106109	15.59485531	0.418809699
Hf148U	4	30	32	0.093	0.93	20	0.1076	0.3676	0.0208	8.649517685	20.90032154	0.764144012
Hf148U	4	30	32	0.093	0.93	10	0.0516	0.1906	0.0102	8.295819936	22.34726688	0.749448935
Hf149U	4	30	18	0.085	0.85	20	0.0188	0.2234	0.0267	1.511254019	16.44694534	0.9808964
Hf149U	4	30	18	0.085	0.85	10	0.0084	0.1119	0.013	1.350482315	16.63987138	0.955180015
Hf149U	4	30	32	0.085	0.85	20	0.0915	0.3588	0.0342	7.355305466	21.48713826	1.256429096
Hf149U	4	30	32	0.085	0.85	10	0.0427	0.1861	0.0167	6.864951768	23.05466238	1.227038942
Hf151U	4	32	18	0.052	0.52	20	0.015	0.2782	0.013	1.205787781	21.15755627	0.477590007
Hf151U	4	32	18	0.052	0.52	10	0.0065	0.1445	0.0066	1.045016077	22.18649518	0.484937546
Hf151U	4	32	32	0.052	0.52	20	0.0819	0.598	0.0261	6.583601286	41.48713826	0.958853784
Hf151U	4	32	32	0.052	0.52	10	0.0366	0.2646	0	5.884244373	36.65594855	0
Hf153U	4	32	18	0.051	0.51	20	0.0176	0.2731	0.0124	1.414790997	20.53858521	0.455547392
Hf153U	4	32	18	0.051	0.51	10	0.0084	0.1329	0.006	1.350482315	20.01607717	0.440852314
Hf153U	4	32	32	0.051	0.51	20	0.0794	0.4427	0.0214	6.382636656	29.20418006	0.786186627
Hf153U	4	32	32	0.051	0.51	10	0.0435	0.2388	0	6.993569132	31.39871383	0
Hf154U	4	32	18	0.063	0.63	20	0.0175	0.1836	0.0104	1.406752412	13.35209003	0.382072006
Hf154U	4	32	18	0.063	0.63	10	0.0078	0.096	0.0053	1.254019293	14.18006431	0.389419544
Hf154U	4	32	32	0.063	0.63	20	0.1135	0.4261	0.0181	9.123794212	25.12861736	0.664952241
Hf154U	4	32	32	0.063	0.63	10	0.0501	0.1906	0.0086	8.054662379	22.58842444	0.631888317
Hf156U	4	32	18	0.069	0.69	20	0.0179	0.2169	0.014	1.438906752	15.99678457	0.5143277
Hf156U	4	32	18	0.069	0.69	10	0.008	0.1074	0.0077	1.286173633	15.9807074	0.56576047
Hf156U	4	32	32	0.069	0.69	20	0.109	0.4371	0.0253	8.762057878	26.37459807	0.92946363
Hf156U	4	32	32	0.069	0.69	10	0.0512	0.2027	0.0121	8.231511254	24.35691318	0.889052168
Hf158U	4	32	18	0.067	0.67	20	0.018	0.2222	0.0146	1.446945338	16.414791	0.536370316
Hf158U	4	32	18	0.067	0.67	10	0.0087	0.1139	0.0076	1.398713826	16.91318328	0.558412932
Hf158U	4	32	32	0.067	0.67	20	0.1147	0.4885	0.0314	9.220257235	30.04823151	1.153563556
Hf158U	4	32	32	0.067	0.67	10	0.0567	0.2152	0.0145	9.115755627	25.48231511	1.065393093
Hf159U	4	32	18	0.06	0.6	20	0.0172	0.2029	0.0177	1.382636656	14.92765273	0.650257164
Hf159U	4	32	18	0.06	0.6	10	0.0076	0.101	0.009	1.221864952	15.01607717	0.661278472
Hf159U	4	32	32	0.06	0.6	20	0.0991	0.3935	0.0345	7.966237942	23.66559486	1.267450404
Hf159U	4	32	32	0.06	0.6	10	0.0434	0.1861	0.016	6.977491961	22.94212219	1.175606172
